num_critic_for_reviews,duration,gross,num_voted_users,cast_total_fb_likes,num_user_for_reviews,budget,title_year,imdb_score,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Europe,North America,Other countries,English,Other language
221.0,82.0,66466372.0,75345,303717.0,290.0,40000000.0,2009.0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459.0,142.0,72306065.0,178118,16944.0,355.0,40000000.0,2015.0,7.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
131.0,106.0,59068786.0,86902,2544.0,411.0,40000000.0,2001.0,6.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
222.0,114.0,60923325.0,147317,2091.0,197.0,40000000.0,2010.0,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
118.0,106.0,57887882.0,35508,2325.0,211.0,50000000.0,2004.0,6.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
100.0,108.0,53955614.0,77415,8610.0,139.0,40000000.0,1998.0,6.1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
70.0,98.0,54967359.0,52805,7039.0,209.0,40000000.0,1997.0,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
138.0,131.0,54228104.0,104991,17152.0,544.0,35000000.0,2002.0,7.7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
274.0,118.0,57981889.0,173848,13943.0,203.0,40000000.0,2011.0,7.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
349.0,113.0,61094903.0,210542,17152.0,332.0,30000000.0,2011.0,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
341.0,130.0,53082743.0,844052,63986.0,1100.0,40000000.0,2006.0,8.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
196.0,116.0,54414716.0,114294,30571.0,187.0,42000000.0,2014.0,6.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
83.0,89.0,57011847.0,20615,3361.0,44.0,40000000.0,2013.0,5.9,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
283.0,139.0,50859889.0,236000,848.0,1043.0,40000000.0,2006.0,7.8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
105.0,130.0,51185897.0,69457,1233.0,271.0,30000000.0,1987.0,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
351.0,107.0,52000688.0,171418,4243.0,619.0,40000000.0,2010.0,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
16.0,116.0,49851591.0,7900,2179.0,34.0,40000000.0,1986.0,5.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
195.0,96.0,47781388.0,147504,41293.0,531.0,40000000.0,2004.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
175.0,99.0,52320979.0,114321,18693.0,548.0,40000000.0,2006.0,6.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
193.0,104.0,47806295.0,87447,1274.0,371.0,43000000.0,2005.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
169.0,105.0,51853450.0,37398,9069.0,110.0,25000000.0,2012.0,6.6,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
128.0,101.0,46012734.0,54421,4298.0,101.0,40000000.0,2008.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
249.0,134.0,47034272.0,25465,2281.0,190.0,40000000.0,2014.0,6.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
91.0,135.0,45856732.0,46221,16762.0,141.0,40000000.0,1997.0,7.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
207.0,98.0,59588068.0,89557,22318.0,376.0,40000000.0,2003.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
77.0,155.0,44175394.0,56509,37570.0,227.0,36000000.0,1997.0,7.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25.0,106.0,45500797.0,17443,519.0,56.0,40000000.0,1992.0,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
211.0,102.0,41797066.0,92789,4324.0,998.0,40000000.0,2007.0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
19.0,95.0,38087756.0,49612,4634.0,39.0,40000000.0,1994.0,5.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
101.0,103.0,37752931.0,20201,26938.0,180.0,40000000.0,2000.0,5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
175.0,95.0,50562555.0,81334,2787.0,291.0,40000000.0,2007.0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
342.0,109.0,37371385.0,192462,390.0,334.0,40000000.0,2011.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
147.0,95.0,37101011.0,30394,1070.0,103.0,40000000.0,2012.0,5.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
420.0,111.0,38176892.0,104119,4486.0,518.0,40000000.0,2011.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
138.0,123.0,36283504.0,104564,12970.0,587.0,40000000.0,1999.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
82.0,140.0,35183792.0,68159,3044.0,209.0,38000000.0,1991.0,7.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
201.0,94.0,38543473.0,84382,1488.0,158.0,40000000.0,2014.0,5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
82.0,94.0,36037909.0,10132,1238.0,130.0,60000000.0,2000.0,4.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
277.0,92.0,42575718.0,83788,3074.0,227.0,40000000.0,2011.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
90.0,102.0,33864342.0,29968,2913.0,117.0,40000000.0,1999.0,5.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
157.0,123.0,33508922.0,95860,23920.0,660.0,40000000.0,2000.0,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
124.0,104.0,42071069.0,36223,1827.0,208.0,30000000.0,2005.0,6.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
146.0,102.0,32853640.0,50199,3239.0,101.0,40000000.0,2008.0,5.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
303.0,136.0,42615685.0,136093,28927.0,416.0,40000000.0,2014.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
70.0,93.0,32055248.0,18723,2711.0,146.0,25000000.0,1994.0,6.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
283.0,129.0,31836745.0,81298,15595.0,341.0,40000000.0,2011.0,6.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
212.0,107.0,30993544.0,58871,621.0,156.0,40000000.0,2010.0,6.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
98.0,117.0,30981850.0,35834,3969.0,284.0,40000000.0,2005.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
110.0,116.0,30199105.0,25346,3753.0,167.0,40000000.0,2000.0,5.7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
146.0,135.0,29077547.0,41685,5917.0,754.0,40000000.0,2005.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
100.0,107.0,29374178.0,12093,4565.0,188.0,40000000.0,2000.0,5.1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
62.0,90.0,28535768.0,10446,1335.0,105.0,40000000.0,1999.0,5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
70.0,99.0,27663982.0,26051,10469.0,164.0,40000000.0,1996.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
107.0,104.0,27053815.0,12856,2888.0,291.0,40000000.0,2001.0,4.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
169.0,115.0,26814957.0,84357,77823.0,252.0,35000000.0,2008.0,6.7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
94.0,119.0,25178165.0,70292,29484.0,274.0,40000000.0,2001.0,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
190.0,99.0,25117498.0,37412,960.0,178.0,40000000.0,2007.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
112.0,112.0,32645.0,67797,23737.0,223.0,500000.0,1973.0,7.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
12.0,128.0,24332324.0,13830,3126.0,61.0,40000000.0,1994.0,6.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
201.0,112.0,36665854.0,76498,3432.0,203.0,40000000.0,2011.0,6.4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
34.0,86.0,22717758.0,11156,14275.0,67.0,40000000.0,1998.0,6.2,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
104.0,108.0,22433915.0,21319,34377.0,166.0,60000000.0,2002.0,6.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
55.0,128.0,22326247.0,11232,3821.0,106.0,60000000.0,1999.0,5.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
86.0,84.0,21176322.0,23747,5039.0,207.0,40000000.0,2004.0,4.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
50.0,111.0,20300000.0,16741,17877.0,60.0,40000000.0,1996.0,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
181.0,131.0,20302961.0,49874,18913.0,450.0,45000000.0,1995.0,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
260.0,123.0,15962471.0,79892,7243.0,619.0,40000000.0,2006.0,6.4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
40.0,101.0,14942422.0,14226,14008.0,60.0,40000000.0,1995.0,5.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
102.0,102.0,14967182.0,27305,14463.0,284.0,40000000.0,2000.0,5.1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
371.0,114.0,18996755.0,145270,7099.0,322.0,45000000.0,2012.0,7.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
49.0,107.0,14375181.0,8692,3374.0,126.0,51000000.0,1987.0,4.2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
335.0,87.0,20999103.0,139114,24770.0,245.0,40000000.0,2009.0,7.8,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
86.0,103.0,14448589.0,19364,12566.0,128.0,40000000.0,2002.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
40.0,99.0,14358033.0,17365,2125.0,66.0,40000000.0,1992.0,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
242.0,122.0,33201661.0,534262,809.0,1314.0,77000000.0,2001.0,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
70.0,91.0,14018364.0,17722,3974.0,111.0,30000000.0,2004.0,4.8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
135.0,103.0,13395939.0,43442,3639.0,146.0,60000000.0,2004.0,6.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
125.0,107.0,20113965.0,15231,1702.0,66.0,40000000.0,2012.0,6.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
54.0,106.0,13376506.0,10413,4327.0,111.0,40000000.0,1999.0,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
104.0,101.0,13208023.0,17309,4262.0,388.0,42000000.0,2002.0,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
157.0,109.0,13838130.0,35990,20503.0,157.0,40000000.0,2009.0,5.9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
78.0,89.0,9652000.0,46205,3096.0,147.0,40000000.0,2003.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32.0,119.0,7000000.0,2933,1883.0,70.0,36000000.0,1980.0,4.7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
75.0,83.0,10431220.0,24216,4024.0,162.0,24000000.0,1999.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
219.0,108.0,10326062.0,121432,14127.0,310.0,33000000.0,2009.0,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
83.0,102.0,6114237.0,19986,2664.0,207.0,40000000.0,2001.0,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
53.0,93.0,4835968.0,4821,4123.0,82.0,40000000.0,2002.0,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
61.0,84.0,4777007.0,15130,1149.0,98.0,40000000.0,2001.0,5.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
308.0,107.0,3675072.0,190132,11623.0,801.0,26000000.0,2007.0,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
70.0,91.0,18438149.0,30842,222.0,93.0,40000000.0,2012.0,5.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41.0,94.0,511920.0,2458,2449.0,26.0,40000000.0,2008.0,4.4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
224.0,115.0,10640645.0,28429,1686.0,110.0,40000000.0,2015.0,5.8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
66.0,93.0,652526.0,20201,15638.0,187.0,40000000.0,2006.0,5.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
253.0,105.0,80050171.0,186982,2288.0,491.0,20000000.0,2007.0,6.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
79.0,107.0,7564000.0,54650,13821.0,223.0,20000000.0,1995.0,6.2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
94.0,101.0,876671.0,22010,504.0,90.0,25000000.0,2007.0,6.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
77.0,111.0,2869369.0,65474,2612.0,211.0,30000000.0,1994.0,7.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
106.0,113.0,128978.0,22897,6267.0,61.0,40000000.0,2007.0,7.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
30.0,112.0,77231.0,3322,2115.0,32.0,25000000.0,2005.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
488.0,126.0,4563029.0,181472,12286.0,514.0,39200000.0,2013.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
118.0,98.0,50693162.0,136580,2630.0,545.0,23000000.0,1994.0,7.6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
44.0,159.0,6498000.0,62756,554.0,410.0,18026148.0,2015.0,8.4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
214.0,107.0,63411478.0,114925,568.0,234.0,39000000.0,2009.0,7.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
370.0,87.0,35287788.0,73886,4774.0,165.0,39000000.0,2012.0,7.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
276.0,119.0,25335935.0,242599,2853.0,1594.0,40000000.0,2005.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
76.0,110.0,5881504.0,5917,2972.0,50.0,39000000.0,2004.0,5.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
95.0,125.0,60000000.0,49934,2329.0,224.0,39000000.0,1983.0,4.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
211.0,113.0,29802761.0,46480,36009.0,115.0,40000000.0,2013.0,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
97.0,108.0,127214072.0,83786,4251.0,392.0,38000000.0,2002.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
174.0,96.0,88915214.0,163665,22436.0,169.0,38000000.0,2009.0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
23.0,93.0,30400000.0,17810,2176.0,73.0,39000000.0,1996.0,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
103.0,100.0,85570368.0,44885,18291.0,107.0,38000000.0,2002.0,5.1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
98.0,118.0,75668868.0,60504,6427.0,249.0,35000000.0,1994.0,6.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
273.0,122.0,6594136.0,24557,943.0,111.0,38600000.0,2013.0,6.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
279.0,120.0,58700247.0,95367,36062.0,260.0,38000000.0,2011.0,6.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
65.0,146.0,50668906.0,76016,20516.0,265.0,38000000.0,1999.0,7.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
98.0,115.0,39177215.0,30667,3770.0,234.0,38000000.0,2002.0,5.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
116.0,123.0,40334024.0,44168,2912.0,216.0,35000000.0,2001.0,6.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
76.0,94.0,71038190.0,23473,3552.0,123.0,30000000.0,2015.0,4.4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
106.0,102.0,24044532.0,19686,1440.0,180.0,38000000.0,2001.0,5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
55.0,98.0,22770864.0,8433,2765.0,85.0,38000000.0,2001.0,5.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
172.0,133.0,18653746.0,137722,42344.0,638.0,38000000.0,1999.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
47.0,118.0,17305211.0,14066,24547.0,75.0,38000000.0,1996.0,6.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
107.0,105.0,16991902.0,34592,1265.0,191.0,57000000.0,2001.0,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
323.0,109.0,47536959.0,86955,3277.0,275.0,10000000.0,2009.0,7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37.0,129.0,10300000.0,17859,16237.0,89.0,38000000.0,1996.0,6.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
297.0,109.0,13782838.0,258078,1757.0,911.0,15000000.0,1982.0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
302.0,127.0,41997790.0,125305,17551.0,343.0,38000000.0,2013.0,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
38.0,118.0,6482195.0,9740,74.0,81.0,37000000.0,1997.0,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
31.0,110.0,623374.0,4757,2120.0,67.0,38000000.0,2001.0,5.2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
118.0,90.0,7871693.0,52908,15494.0,102.0,55000000.0,2008.0,6.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
546.0,144.0,16377274.0,105144,427.0,405.0,32000000.0,2012.0,7.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
86.0,130.0,9589875.0,16673,5162.0,45.0,40000000.0,2008.0,7.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
194.0,112.0,34912982.0,55617,19974.0,266.0,38000000.0,2016.0,5.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
